caller_file|caller_name|caller_type|callee_name|call_line
C:\Users\ramsh\OneDrive\Desktop\Sunder_Extraction\VbNet_Extractor\input_code\COM Server\busServer\busEAM\cbsEAMTrans.cls|PreSaveValidate2|Function|DateTimeFrom|"DateTimeFrom(ladrsSchedule.Fields(""DATE_WORKED"").Value, ladrsSchedule.Fields(""END_TIME"").Value, True) < _"
C:\Users\ramsh\OneDrive\Desktop\Sunder_Extraction\VbNet_Extractor\input_code\COM Server\busServer\busEAM\cbsEAMTrans.cls|PreSaveValidate2|Function|DateTimeFrom|"DateTimeFrom(rsGAP.Fields(""GAP_END_DATE"").Value, rsGAP.Fields(""GAP_END_TIME"").Value, True) Then"
C:\Users\ramsh\OneDrive\Desktop\Sunder_Extraction\VbNet_Extractor\input_code\COM Server\busServer\busEAM\cbsEAMTrans.cls|PreSaveValidate2|Function|DateTimeFrom|"DateTimeFrom(rsGAP.Fields(""GAP_START_DATE"").Value, rsGAP.Fields(""GAP_START_TIME"").Value) And _"
C:\Users\ramsh\OneDrive\Desktop\Sunder_Extraction\VbNet_Extractor\input_code\COM Server\busServer\busEAM\cbsEAMTrans.cls|PreSaveValidate2|Function|FormatShortDateAndTime|"FormatShortDateAndTime(vadrsInitialAbsence!ABS_END_DT, vadrsInitialAbsence!ABS_END_TM)), MODULENAME & "": PreSaveValidate2"""
C:\Users\ramsh\OneDrive\Desktop\Sunder_Extraction\VbNet_Extractor\input_code\COM Server\busServer\busEAM\cbsEAMTrans.cls|PreSaveValidate2|Function|FormatShortDateAndTime|FormatShortDateAndTime(vadrsInitialAbsence!ABS_END_DT, vadrsInitialAbsence!ABS_END_TM), _
C:\Users\ramsh\OneDrive\Desktop\Sunder_Extraction\VbNet_Extractor\input_code\COM Server\busServer\busEAM\cbsEAMTrans.cls|PreSaveValidate2|Function|FormatShortDateAndTime|"FormatShortDateAndTime(vadrsInitialAbsence!ABS_ST_DT, vadrsInitialAbsence!ABS_ST_TM)), MODULENAME & "": PreSaveValidate2"""
C:\Users\ramsh\OneDrive\Desktop\Sunder_Extraction\VbNet_Extractor\input_code\COM Server\busServer\busEAM\cbsEAMTrans.cls|PreSaveValidate2|Function|FormatShortDateAndTime|FormatShortDateAndTime(vadrsInitialAbsence!ABS_ST_DT, vadrsInitialAbsence!ABS_ST_TM), _
C:\Users\ramsh\OneDrive\Desktop\Sunder_Extraction\VbNet_Extractor\input_code\COM Server\busServer\busEAM\cbsEAMTrans.cls|PreSaveValidate2|Function|FormatShortDateAndTime|"FormatShortDateAndTime(vadrsInitialAbsence!RTN_TO_WRK_DT, vadrsInitialAbsence!RTN_TO_WRK_TM)), MODULENAME & "": PreSaveValidate2"""
C:\Users\ramsh\OneDrive\Desktop\Sunder_Extraction\VbNet_Extractor\input_code\COM Server\busServer\busEAM\cbsEAMTrans.cls|PreSaveValidate2|Function|FormatShortDateAndTime|FormatShortDateAndTime(vadrsInitialAbsence!RTN_TO_WRK_DT, vadrsInitialAbsence!RTN_TO_WRK_TM), _
C:\Users\ramsh\OneDrive\Desktop\Sunder_Extraction\VbNet_Extractor\input_code\COM Server\busServer\busEAM\cbsEAMTrans.cls|PreSaveValidate2|Function|FormatShortDateTime|FormatShortDateTime(ldtAbsEndDateTimeNew), _
C:\Users\ramsh\OneDrive\Desktop\Sunder_Extraction\VbNet_Extractor\input_code\COM Server\busServer\busEAM\cbsEAMTrans.cls|PreSaveValidate2|Function|FormatShortDateTime|FormatShortDateTime(ldtAbsRTWDateTimeNew), _
C:\Users\ramsh\OneDrive\Desktop\Sunder_Extraction\VbNet_Extractor\input_code\COM Server\busServer\busEAM\cbsEAMTrans.cls|PreSaveValidate2|Function|FormatShortDateTime|"FormatShortDateTime(ldtAbsRTWDateTimeOrig)), MODULENAME & "": PreSaveValidate2"""
C:\Users\ramsh\OneDrive\Desktop\Sunder_Extraction\VbNet_Extractor\input_code\COM Server\busServer\busEAM\cbsEAMTrans.cls|PreSaveValidate2|Function|FormatShortDateTime|FormatShortDateTime(ldtAbsStartDateTimeNew), _
C:\Users\ramsh\OneDrive\Desktop\Sunder_Extraction\VbNet_Extractor\input_code\COM Server\busServer\busEAM\cbsEAMTrans.cls|PreSaveValidate2|Function|FormatShortDateTimeRange|"FormatShortDateTimeRange(ldtAbsStartDateTime, ldtAbsEndDateTime)), MODULENAME & "": PreSaveValidate2"""
C:\Users\ramsh\OneDrive\Desktop\Sunder_Extraction\VbNet_Extractor\input_code\COM Server\busServer\busEAM\cbsEAMTrans.cls|PreSaveValidate2|Function|FormatShortDateTimeRange|FormatShortDateTimeRange(ldtSchedExcStartDateTime, ldtSchedExcEndDateTime), _
C:\Users\ramsh\OneDrive\Desktop\Sunder_Extraction\VbNet_Extractor\input_code\COM Server\busServer\busEAM\cbsEAMTrans.cls|PreSaveValidate2|Function|IIf|"IIf(ldtAbsEndDateTimeNew <> ldtAbsEndDateTimeOrig, ""*"", """"), _"
C:\Users\ramsh\OneDrive\Desktop\Sunder_Extraction\VbNet_Extractor\input_code\COM Server\busServer\busEAM\cbsEAMTrans.cls|PreSaveValidate2|Function|IIf|"IIf(ldtAbsRTWDateTimeNew <> ldtAbsRTWDateTimeOrig, ""*"", """")), MODULENAME & "": PreSaveValidate2"""
C:\Users\ramsh\OneDrive\Desktop\Sunder_Extraction\VbNet_Extractor\input_code\COM Server\busServer\busEAM\cbsEAMTrans.cls|PreSaveValidate2|Function|IIf|"IIf(ldtAbsStartDateTimeNew <> ldtAbsStartDateTimeOrig, ""*"", """"), _"
C:\Users\ramsh\OneDrive\Desktop\Sunder_Extraction\VbNet_Extractor\input_code\COM Server\busServer\busEAM\cbsEAMTrans.cls|PreSaveValidate2|Function|RecordsExist|RecordsExist(vadrsAbsenceContact) Or _
C:\Users\ramsh\OneDrive\Desktop\Sunder_Extraction\VbNet_Extractor\input_code\COM Server\busServer\busEAM\cbsEAMTrans.cls|PreSaveValidate2|Function|RecordsExist|RecordsExist(vadrsAbsenceProvider) Or _
C:\Users\ramsh\OneDrive\Desktop\Sunder_Extraction\VbNet_Extractor\input_code\COM Server\busServer\busEAM\cbsEAMTrans.cls|PreSaveValidate2|Function|RecordsExist|RecordsExist(vadrsAbsenceReturnToWork) Or _
C:\Users\ramsh\OneDrive\Desktop\Sunder_Extraction\VbNet_Extractor\input_code\COM Server\busServer\busEAM\cbsEAMTrans.cls|PreSaveValidate2|Function|RecordsExist|RecordsExist(vadrsInitialAbsence) Or _
C:\Users\ramsh\OneDrive\Desktop\Sunder_Extraction\VbNet_Extractor\input_code\COM Server\busServer\busEAM\cbsEAMTrans.cls|PreSaveValidate2|Function|RecordsExist|RecordsExist(vadrsScheduledExceptions)) Then
C:\Users\ramsh\OneDrive\Desktop\Sunder_Extraction\VbNet_Extractor\input_code\COM Server\busServer\busEAM\cbsEAMTrans.cls|PreSaveValidate2|Function|lobjdbEAM.GetAbsenceDatesByAbsence|Set ladrsDatesAlreadyPresent = lobjdbEAM.GetAbsenceDatesByAbsence(rlAbsenceNumber)
C:\Users\ramsh\OneDrive\Desktop\Sunder_Extraction\VbNet_Extractor\input_code\COM Server\busServer\busEAM\cbsEAMTrans.cls|PreSaveValidate2|Function|oUtil.rsCompare|rc = oUtil.rsCompare(rsScheduleForValidation, rsSchedExcSplitForValidation, sKeyColumns, sIgnoreColumns, rsDiffLeft, rsDiffRight, rsDiffSummary)
C:\Users\ramsh\OneDrive\Desktop\Sunder_Extraction\VbNet_Extractor\input_code\COM Server\busServer\busEAM\cbsEAMTrans.cls|PrepareDeleteExcTimeRS|Sub|RecordsExist|RecordsExist(vadrsTimeDetails)) Then
C:\Users\ramsh\OneDrive\Desktop\Sunder_Extraction\VbNet_Extractor\input_code\COM Server\busServer\busEAM\cbsEAMTrans.cls|ProcessContactMgmtRequest|Function|GetObjectContext|GetObjectContext().SetAbort
C:\Users\ramsh\OneDrive\Desktop\Sunder_Extraction\VbNet_Extractor\input_code\COM Server\busServer\busEAM\cbsEAMTrans.cls|ProcessContactMgmtRequest|Function|GetObjectContext|GetObjectContext().SetComplete
C:\Users\ramsh\OneDrive\Desktop\Sunder_Extraction\VbNet_Extractor\input_code\COM Server\busServer\busEAM\cbsEAMTrans.cls|ProcessContactMgmtRequest|Function|lobjdbEAM.dbProcessContactRequest|If Not (lobjdbEAM.dbProcessContactRequest(vadrsContacts _
C:\Users\ramsh\OneDrive\Desktop\Sunder_Extraction\VbNet_Extractor\input_code\COM Server\busServer\busEAM\cbsEAMTrans.cls|ProcessDeleteAbsence|Function|GetObjectContext|GetObjectContext().SetAbort
C:\Users\ramsh\OneDrive\Desktop\Sunder_Extraction\VbNet_Extractor\input_code\COM Server\busServer\busEAM\cbsEAMTrans.cls|ProcessDeleteAbsence|Function|GetObjectContext|GetObjectContext().SetComplete
C:\Users\ramsh\OneDrive\Desktop\Sunder_Extraction\VbNet_Extractor\input_code\COM Server\busServer\busEAM\cbsEAMTrans.cls|ProcessDeleteAbsence|Function|lobjCollPeriod.GetCollectionPeriodStatusByEmployee|Set ladrsPayPeriod = lobjCollPeriod.GetCollectionPeriodStatusByEmployee( _
C:\Users\ramsh\OneDrive\Desktop\Sunder_Extraction\VbNet_Extractor\input_code\COM Server\busServer\busEAM\cbsEAMTrans.cls|ProcessDeleteAbsence|Function|lobjCollPeriod.GetLatestProcessedPayPeriodEndDate|ldtLastProcessedDate = lobjCollPeriod.GetLatestProcessedPayPeriodEndDate( _
C:\Users\ramsh\OneDrive\Desktop\Sunder_Extraction\VbNet_Extractor\input_code\COM Server\busServer\busEAM\cbsEAMTrans.cls|ProcessDeleteAbsence|Function|lobjSchedExc.GetScheduledExceptions|Set ladrsSchedExcDtls = lobjSchedExc.GetScheduledExceptions( _
C:\Users\ramsh\OneDrive\Desktop\Sunder_Extraction\VbNet_Extractor\input_code\COM Server\busServer\busEAM\cbsEAMTrans.cls|ProcessDeleteAbsence|Function|lobjSchedExc.GetViewCalendarDetails|Set ladrsTimeDetails = lobjSchedExc.GetViewCalendarDetails( _
C:\Users\ramsh\OneDrive\Desktop\Sunder_Extraction\VbNet_Extractor\input_code\COM Server\busServer\busEAM\cbsEAMTrans.cls|ProcessDeleteAbsence|Function|lobjSchedExcSave.SaveExceptions|If Not (lobjSchedExcSave.SaveExceptions(ladrsSchedExc _
C:\Users\ramsh\OneDrive\Desktop\Sunder_Extraction\VbNet_Extractor\input_code\COM Server\busServer\busEAM\cbsEAMTrans.cls|ProcessDeleteAbsence|Function|lobjSchedule.GetAdjustedBaseSchedule|Set ladrsSchedule = lobjSchedule.GetAdjustedBaseSchedule(vadrsAbsence!EMP_NUM _
C:\Users\ramsh\OneDrive\Desktop\Sunder_Extraction\VbNet_Extractor\input_code\COM Server\busServer\busEAM\cbsEAMTrans.cls|ProcessDeleteAbsence|Function|lobjbusTimeKeeper.ProcessTimeEntries3|If Not (lobjbusTimeKeeper.ProcessTimeEntries3(ladrsActual _
C:\Users\ramsh\OneDrive\Desktop\Sunder_Extraction\VbNet_Extractor\input_code\COM Server\busServer\busEAM\cbsEAMTrans.cls|ProcessDeleteAbsence|Function|lobjdbEAMSave.dbProcessDeleteAbsence|If Not (lobjdbEAMSave.dbProcessDeleteAbsence(vadrsAbsence)) Then
C:\Users\ramsh\OneDrive\Desktop\Sunder_Extraction\VbNet_Extractor\input_code\COM Server\busServer\busEAM\cbsEAMTrans.cls|ProcessDeletePortfolio|Function|GetObjectContext|GetObjectContext().SetAbort
C:\Users\ramsh\OneDrive\Desktop\Sunder_Extraction\VbNet_Extractor\input_code\COM Server\busServer\busEAM\cbsEAMTrans.cls|ProcessDeletePortfolio|Function|GetObjectContext|GetObjectContext().SetComplete
C:\Users\ramsh\OneDrive\Desktop\Sunder_Extraction\VbNet_Extractor\input_code\COM Server\busServer\busEAM\cbsEAMTrans.cls|ProcessDeletePortfolio|Function|lobjdbEAMSave.dbProcessDeletePortfolio|If Not (lobjdbEAMSave.dbProcessDeletePortfolio(vlPortfolioNumber)) Then
C:\Users\ramsh\OneDrive\Desktop\Sunder_Extraction\VbNet_Extractor\input_code\COM Server\busServer\busEAM\cbsEAMTrans.cls|ProcessEAMRequest|Function|GetObjectContext|GetObjectContext().SetAbort
C:\Users\ramsh\OneDrive\Desktop\Sunder_Extraction\VbNet_Extractor\input_code\COM Server\busServer\busEAM\cbsEAMTrans.cls|ProcessEAMRequest|Function|GetObjectContext|GetObjectContext().SetComplete
C:\Users\ramsh\OneDrive\Desktop\Sunder_Extraction\VbNet_Extractor\input_code\COM Server\busServer\busEAM\cbsEAMTrans.cls|ProcessEAMRequest|Function|RecordsExist|RecordsExist(vadrsAbsenceContact) Or _
C:\Users\ramsh\OneDrive\Desktop\Sunder_Extraction\VbNet_Extractor\input_code\COM Server\busServer\busEAM\cbsEAMTrans.cls|ProcessEAMRequest|Function|RecordsExist|RecordsExist(vadrsAbsenceProvider) Or _
C:\Users\ramsh\OneDrive\Desktop\Sunder_Extraction\VbNet_Extractor\input_code\COM Server\busServer\busEAM\cbsEAMTrans.cls|ProcessEAMRequest|Function|RecordsExist|RecordsExist(vadrsAbsenceReturnToWork) Or _
C:\Users\ramsh\OneDrive\Desktop\Sunder_Extraction\VbNet_Extractor\input_code\COM Server\busServer\busEAM\cbsEAMTrans.cls|ProcessEAMRequest|Function|RecordsExist|RecordsExist(vadrsInitialAbsence) Or _
C:\Users\ramsh\OneDrive\Desktop\Sunder_Extraction\VbNet_Extractor\input_code\COM Server\busServer\busEAM\cbsEAMTrans.cls|ProcessEAMRequest|Function|RecordsExist|RecordsExist(vadrsScheduledExceptions)) Then
C:\Users\ramsh\OneDrive\Desktop\Sunder_Extraction\VbNet_Extractor\input_code\COM Server\busServer\busEAM\cbsEAMTrans.cls|ProcessEAMRequest|Function|lobjSchedExc.SaveExceptions|If Not (lobjSchedExc.SaveExceptions(vadrsScheduledExceptions _
C:\Users\ramsh\OneDrive\Desktop\Sunder_Extraction\VbNet_Extractor\input_code\COM Server\busServer\busEAM\cbsEAMTrans.cls|ProcessEAMRequest|Function|lobjbusTimeKeeper.ProcessTimeEntries3|If Not (lobjbusTimeKeeper.ProcessTimeEntries3(ladrsDeleteTime _
C:\Users\ramsh\OneDrive\Desktop\Sunder_Extraction\VbNet_Extractor\input_code\COM Server\busServer\busEAM\cbsEAMTrans.cls|ProcessEAMRequest|Function|lobjdbEAM.GetAbsenceDatesByAbsence|Set ladrsDatesAlreadyPresent = lobjdbEAM.GetAbsenceDatesByAbsence( _
C:\Users\ramsh\OneDrive\Desktop\Sunder_Extraction\VbNet_Extractor\input_code\COM Server\busServer\busEAM\cbsEAMTrans.cls|ProcessEAMRequest|Function|lobjdbEAMTrans.dbProcessEAMRequest|If Not (lobjdbEAMTrans.dbProcessEAMRequest(vlEmployeeNumber _
C:\Users\ramsh\OneDrive\Desktop\Sunder_Extraction\VbNet_Extractor\input_code\COM Server\busServer\busEAM\cbsEAMTrans.cls|ProcessPortfolioRequest|Function|GetObjectContext|GetObjectContext().SetAbort
C:\Users\ramsh\OneDrive\Desktop\Sunder_Extraction\VbNet_Extractor\input_code\COM Server\busServer\busEAM\cbsEAMTrans.cls|ProcessPortfolioRequest|Function|GetObjectContext|GetObjectContext().SetComplete
C:\Users\ramsh\OneDrive\Desktop\Sunder_Extraction\VbNet_Extractor\input_code\COM Server\busServer\busEAM\cbsEAMTrans.cls|ProcessPortfolioRequest|Function|RecordsExist|RecordsExist(vadrsAbsences)) Then
C:\Users\ramsh\OneDrive\Desktop\Sunder_Extraction\VbNet_Extractor\input_code\COM Server\busServer\busEAM\cbsEAMTrans.cls|ProcessPortfolioRequest|Function|lobjdbEAM.dbProcessPorfolioRequest|If Not (lobjdbEAM.dbProcessPorfolioRequest(vadrsPortfolio _
C:\Users\ramsh\OneDrive\Desktop\Sunder_Extraction\VbNet_Extractor\input_code\COM Server\busServer\busEAM\cbsEAMTrans.cls|ProcessRTWMgmtRequest|Function|GetObjectContext|GetObjectContext().SetAbort
C:\Users\ramsh\OneDrive\Desktop\Sunder_Extraction\VbNet_Extractor\input_code\COM Server\busServer\busEAM\cbsEAMTrans.cls|ProcessRTWMgmtRequest|Function|GetObjectContext|GetObjectContext().SetComplete
C:\Users\ramsh\OneDrive\Desktop\Sunder_Extraction\VbNet_Extractor\input_code\COM Server\busServer\busEAM\cbsEAMTrans.cls|ProcessRTWMgmtRequest|Function|lobjdbEAM.dbProcessRtnToWorkRequest|If Not (lobjdbEAM.dbProcessRtnToWorkRequest(vadrsRTW _
C:\Users\ramsh\OneDrive\Desktop\Sunder_Extraction\VbNet_Extractor\input_code\COM Server\busServer\busEAM\cbsEAMTrans.cls|ValidateAbsenceCallLog|Function|Start|", ""Invalid Call Start Date/Time."" _"
C:\Users\ramsh\OneDrive\Desktop\Sunder_Extraction\VbNet_Extractor\input_code\COM Server\busServer\busEAM\cbsEAMTrans.cls|ValidateInitialAbsence|Function|CheckForValidString|CheckForValidString(!RTN_TO_WRK_TM, , , True, 5)) Then
C:\Users\ramsh\OneDrive\Desktop\Sunder_Extraction\VbNet_Extractor\input_code\COM Server\busServer\busEmpFMLA\cbsEmpFMLA.cls|Process_TTR_EMP_FMLA|Sub|DescArgsFrom|DescArgsFrom(CStr(siOption_Num), strStart_Dt, strEnd_Dt, CStr(blnAudit)), True
C:\Users\ramsh\OneDrive\Desktop\Sunder_Extraction\VbNet_Extractor\input_code\COM Server\busServer\busEmployee\cbsEmployee.cls|DoesRuleApply|Function|l_obj.DoesRuleApply|DoesRuleApply = l_obj.DoesRuleApply(v_lngRuleNum, v_lngBusType, v_strValue)
C:\Users\ramsh\OneDrive\Desktop\Sunder_Extraction\VbNet_Extractor\input_code\COM Server\busServer\busEmployee\cbsEmployee.cls|EmployeeDepartment|Function|EffectiveDepartment|EffectiveDepartment( _
C:\Users\ramsh\OneDrive\Desktop\Sunder_Extraction\VbNet_Extractor\input_code\COM Server\busServer\busEmployee\cbsEmployee.cls|GetAllEmployeeSeniorityForDept|Sub|lobjdbDepartment.GetCompanyCode|lsCompany = lobjdbDepartment.GetCompanyCode(vsDepartment)
C:\Users\ramsh\OneDrive\Desktop\Sunder_Extraction\VbNet_Extractor\input_code\COM Server\busServer\busEmployee\cbsEmployee.cls|GetAllEmployeeSeniorityForDept|Sub|lobjdbDepartment.GetPayrollGroup|lsPayrollGroupCd = lobjdbDepartment.GetPayrollGroup(vsDepartment)
C:\Users\ramsh\OneDrive\Desktop\Sunder_Extraction\VbNet_Extractor\input_code\COM Server\busServer\busEmployee\cbsEmployee.cls|GetAllEmployeeSeniorityForDept|Sub|lobjdbDepartment.GetUnionCode|lsUnionCode = lobjdbDepartment.GetUnionCode(vsDepartment)
C:\Users\ramsh\OneDrive\Desktop\Sunder_Extraction\VbNet_Extractor\input_code\COM Server\busServer\busEmployee\cbsEmployee.cls|GetAllEmployeeSeniorityForWG2|Sub|lobjdbDepartment.GetCompanyCode|lsCompany = lobjdbDepartment.GetCompanyCode(lsDepartment)
C:\Users\ramsh\OneDrive\Desktop\Sunder_Extraction\VbNet_Extractor\input_code\COM Server\busServer\busEmployee\cbsEmployee.cls|GetAllEmployeeSeniorityForWG2|Sub|lobjdbDepartment.GetPayrollGroup|lsPayrollGroupCd = lobjdbDepartment.GetPayrollGroup(lsDepartment)
C:\Users\ramsh\OneDrive\Desktop\Sunder_Extraction\VbNet_Extractor\input_code\COM Server\busServer\busEmployee\cbsEmployee.cls|GetAllEmployeeSeniorityForWG2|Sub|lobjdbDepartment.GetUnionCode|lsUnionCode = lobjdbDepartment.GetUnionCode(lsDepartment)
C:\Users\ramsh\OneDrive\Desktop\Sunder_Extraction\VbNet_Extractor\input_code\COM Server\busServer\busEmployee\cbsEmployee.cls|GetAllEmployeeSeniorityForWG2|Sub|lobjdbWorkgroup.GetDepartmentNumber|lsDepartment = lobjdbWorkgroup.GetDepartmentNumber(vlWorkgroup)
C:\Users\ramsh\OneDrive\Desktop\Sunder_Extraction\VbNet_Extractor\input_code\COM Server\busServer\busEmployee\cbsEmployee.cls|GetAllEmployeeSeniorityInformation|Sub|EmployeeUnion|EmployeeUnion(!JOB_EFF_DATE, Trim(!UNION_CD), Trim(!PRIOR_UNION_CD)), _
C:\Users\ramsh\OneDrive\Desktop\Sunder_Extraction\VbNet_Extractor\input_code\COM Server\busServer\busEmployee\cbsEmployee.cls|GetAllEmployeeSeniorityInformation|Sub|mADOExtensions.RecordsExist|If (mADOExtensions.RecordsExist(ladrsEmployeeInformation)) Then
C:\Users\ramsh\OneDrive\Desktop\Sunder_Extraction\VbNet_Extractor\input_code\COM Server\busServer\busEmployee\cbsEmployee.cls|GetAllEmployees|Function|l_objEmployee.GetAllEmployees|Set GetAllEmployees = l_objEmployee.GetAllEmployees(v_bolActiveEmployeesOnly)
C:\Users\ramsh\OneDrive\Desktop\Sunder_Extraction\VbNet_Extractor\input_code\COM Server\busServer\busEmployee\cbsEmployee.cls|GetBasicEmployeeInformation|Function|l_objEmployee.GetBasicEmployeeInformation|Set GetBasicEmployeeInformation = l_objEmployee.GetBasicEmployeeInformation(v_lngEmpNum)
C:\Users\ramsh\OneDrive\Desktop\Sunder_Extraction\VbNet_Extractor\input_code\COM Server\busServer\busEmployee\cbsEmployee.cls|GetCompanyCode|Function|l_obj.GetCompanyCode|l_obj.GetCompanyCode(v_strDept)
C:\Users\ramsh\OneDrive\Desktop\Sunder_Extraction\VbNet_Extractor\input_code\COM Server\busServer\busEmployee\cbsEmployee.cls|GetDepartment|Function|l_objEmployee.GetDepartment|GetDepartment = l_objEmployee.GetDepartment(v_lngEmpNum, v_datDate)
C:\Users\ramsh\OneDrive\Desktop\Sunder_Extraction\VbNet_Extractor\input_code\COM Server\busServer\busEmployee\cbsEmployee.cls|GetEmployee|Function|l_objEmployee.GetEmployee|Set GetEmployee = l_objEmployee.GetEmployee(v_aryEmployees)
C:\Users\ramsh\OneDrive\Desktop\Sunder_Extraction\VbNet_Extractor\input_code\COM Server\busServer\busEmployee\cbsEmployee.cls|GetEmployeeAllowedTimeInformation|Sub|lobjdbEmployee.GetEmployeeAllowedTimeDetails|Set radrsAllowedTimeDetails = lobjdbEmployee.GetEmployeeAllowedTimeDetails( _
C:\Users\ramsh\OneDrive\Desktop\Sunder_Extraction\VbNet_Extractor\input_code\COM Server\busServer\busEmployee\cbsEmployee.cls|GetEmployeeAllowedTimeInformation|Sub|lobjdbEmployee.GetEmployeeAllowedTimeTotals|Set radrsAllowedTimeTotals = lobjdbEmployee.GetEmployeeAllowedTimeTotals( _
C:\Users\ramsh\OneDrive\Desktop\Sunder_Extraction\VbNet_Extractor\input_code\COM Server\busServer\busEmployee\cbsEmployee.cls|GetEmployeeBanks|Function|l_objdbAccrualBankMgr.GetEmployeeBanks|Set r_rsBanks = l_objdbAccrualBankMgr.GetEmployeeBanks(v_aryEmployees, v_datCurrDate)
C:\Users\ramsh\OneDrive\Desktop\Sunder_Extraction\VbNet_Extractor\input_code\COM Server\busServer\busEmployee\cbsEmployee.cls|GetEmployeeBanks|Function|l_objdbOTEqualizer.GetEmployeeOvertimeBanks|Set r_rsOTBanks = l_objdbOTEqualizer.GetEmployeeOvertimeBanks(v_aryEmployees)
C:\Users\ramsh\OneDrive\Desktop\Sunder_Extraction\VbNet_Extractor\input_code\COM Server\busServer\busEmployee\cbsEmployee.cls|GetEmployeeCanvassJob|Function|lobjdbEmployee.GetEmployeeCanvassJob|lobjdbEmployee.GetEmployeeCanvassJob( _
C:\Users\ramsh\OneDrive\Desktop\Sunder_Extraction\VbNet_Extractor\input_code\COM Server\busServer\busEmployee\cbsEmployee.cls|GetEmployeeCanvassJob|Function|mADOExtensions.RecordsExist|If (mADOExtensions.RecordsExist(vadrsEmployees)) Then
C:\Users\ramsh\OneDrive\Desktop\Sunder_Extraction\VbNet_Extractor\input_code\COM Server\busServer\busEmployee\cbsEmployee.cls|GetEmployeeCanvassJob2|Function|lobjdbEmployee.GetEmployeeCanvassJob2|lobjdbEmployee.GetEmployeeCanvassJob2( _
C:\Users\ramsh\OneDrive\Desktop\Sunder_Extraction\VbNet_Extractor\input_code\COM Server\busServer\busEmployee\cbsEmployee.cls|GetEmployeeCanvassJob2|Function|mADOExtensions.RecordsExist|If (mADOExtensions.RecordsExist(vadrsEmployees)) Then
C:\Users\ramsh\OneDrive\Desktop\Sunder_Extraction\VbNet_Extractor\input_code\COM Server\busServer\busEmployee\cbsEmployee.cls|GetEmployeeCertificationInformation|Sub|lobjdbEmployee.GetEmployeeCertificationDetails|Set radrsDetails = lobjdbEmployee.GetEmployeeCertificationDetails( _
C:\Users\ramsh\OneDrive\Desktop\Sunder_Extraction\VbNet_Extractor\input_code\COM Server\busServer\busEmployee\cbsEmployee.cls|GetEmployeeCertificationInformation|Sub|lobjdbEmployee.GetEmployeeCertificationSummary|Set radrsSummary = lobjdbEmployee.GetEmployeeCertificationSummary( _
C:\Users\ramsh\OneDrive\Desktop\Sunder_Extraction\VbNet_Extractor\input_code\COM Server\busServer\busEmployee\cbsEmployee.cls|GetEmployeeCertificationInformation2|Sub|lobjdbEmployee.GetEmployeeCertificationByDate|Set radrsSummaryByDate = lobjdbEmployee.GetEmployeeCertificationByDate( _
C:\Users\ramsh\OneDrive\Desktop\Sunder_Extraction\VbNet_Extractor\input_code\COM Server\busServer\busEmployee\cbsEmployee.cls|GetEmployeeCertificationInformation2|Sub|lobjdbEmployee.GetEmployeeCertificationByYear|Set radrsSummaryByYear = lobjdbEmployee.GetEmployeeCertificationByYear( _
C:\Users\ramsh\OneDrive\Desktop\Sunder_Extraction\VbNet_Extractor\input_code\COM Server\busServer\busEmployee\cbsEmployee.cls|GetEmployeeCertificationInformation2|Sub|lobjdbEmployee.GetEmployeeCertificationDetails|Set radrsDetails = lobjdbEmployee.GetEmployeeCertificationDetails( _
C:\Users\ramsh\OneDrive\Desktop\Sunder_Extraction\VbNet_Extractor\input_code\COM Server\busServer\busEmployee\cbsEmployee.cls|GetEmployeeExcusedTimeInformation|Function|lobjdbEmployee.GetEmployeeExcusedTimeInformation|Set GetEmployeeExcusedTimeInformation = lobjdbEmployee.GetEmployeeExcusedTimeInformation( _
C:\Users\ramsh\OneDrive\Desktop\Sunder_Extraction\VbNet_Extractor\input_code\COM Server\busServer\busEmployee\cbsEmployee.cls|GetEmployeeExcusedTimeInformation2|Sub|lobjdbEmployee.GetEmployeeExcusedTimeDetails|Set radrsDetails = lobjdbEmployee.GetEmployeeExcusedTimeDetails(vlEmployeeNumber, vdtStartDate, vdtEndDate)
C:\Users\ramsh\OneDrive\Desktop\Sunder_Extraction\VbNet_Extractor\input_code\COM Server\busServer\busEmployee\cbsEmployee.cls|GetEmployeeExcusedTimeInformation2|Sub|lobjdbEmployee.GetEmployeeExcusedTimeSummary|Set radrsSummary = lobjdbEmployee.GetEmployeeExcusedTimeSummary(vlEmployeeNumber, vdtStartDate, vdtEndDate)
C:\Users\ramsh\OneDrive\Desktop\Sunder_Extraction\VbNet_Extractor\input_code\COM Server\busServer\busEmployee\cbsEmployee.cls|GetEmployeeExcusedTimeInformation2|Sub|lobjdbEmployee.GetEmployeeExcusedTimeSummaryTotal|Set radrsTotal = lobjdbEmployee.GetEmployeeExcusedTimeSummaryTotal(vlEmployeeNumber, vdtStartDate, vdtEndDate)
C:\Users\ramsh\OneDrive\Desktop\Sunder_Extraction\VbNet_Extractor\input_code\COM Server\busServer\busEmployee\cbsEmployee.cls|GetEmployeeExcusedTimeInformation3|Sub|lobjdbEmployee.GetEmployeeExcusedTimeDetails|Set radrsDetails = lobjdbEmployee.GetEmployeeExcusedTimeDetails(vlEmployeeNumber, vdtStartDate, vdtEndDate)
